Seattle,Washington,King,47.6217,-122.3238,3541236,3243,America/Los_Angeles,98109 98108 98104 98107 98106 98101 98103 98102 98105 98154 98122 98121 98126 98125 98178 98174 98177 98144 98146 98195 98199 98118 98119 98116 98117 98115 98112 98164 98134 98136 98133 98111 98113 98114 98124 98127 98129 98139 98141 98145 98161 98165 98170 98175 98181 98185 98191 98194
Richmond,Virginia,Richmond (city),37.5294,-77.4755,1041877,1440,America/New_York,23219 23222 23223 23220 23221 23226 23227 23224 23225 23230 23235 23234 23173 23218 23232 23241 23242 23249 23255 23260 23261 23269 23273 23274 23276 23278 23279 23282 23284 23285 23286 23288 23289 23290 23291 23292 23293 23295 23297 23298
